CO_PROCEDIMENTO,Descricao,ValorTUNEP,TP_PROCEDIMENTO
404020178,MAXILECTOMIA COM OU SEM ESVAZIAMENTO ORBITARIO E R,"1.248,55",H
404020208,QUEILOPLASTIA (HIPERTROFIA DO LABIO),"439,55",H
404020224,RECONSTRUCAO TOTAL DE CAVIDADE ORBITARIA,"410,15",H
404020232,EXCISAO E RECONSTRUCAO TOTAL DE LABIO,"1.416,55",H
404020240,RECONSTRUCAO TOTAL DO NARIZ,"799,15",H
404020275,RESSECCAO DE LESAO MALIGNA COM ESVAZIAMENTO GANG,"1.838,18",H
404020291,RESSECCAO DO CONDILO DO MAXILAR INFERIOR,"1.210,56",H
404020313,RETIRADA DE CORPO ESTRANHO NA INTIMIDADE DOS OSSOS,"472,21",H
404020321,RINOPLASTIA PARA DEFEITO(S) POS-TRAUMATICO(S),"724,20",H
404020348,TRATAMENTO CIRURGICO DA ATRESIA NARINARIA,"693,31",H
404020356,TRATAMENTO CIRURGICO DA FISTULA E CISTOS ORO-MAXILA,"872,12",H
404020380,TRATAMENTO CIRURGICO DE OSTEOMIELITE DO(S) OSSO(S),"794,30",H
404020399,TRATAMENTO CIRURGICO DA PARALISIA FACIAL (SUSPENSAO,"1.018,03",H
404020429,TRATAMENTO CIRURGICO DO SOALHO DA ORBITA,"1.043,18",H
404030017,ALONGAMENTO DE COLUMELA EM PACIENTES COM LESOES,"724,20",H
404030033,CIRURGIA ORTOGNATIA TIPO LE FORT III,"3.714,31",H
404030041,MICROCIRURGIA OTOLOGICA EM PACIENTES COM DEFORMID,"540,02",H
404030050,OSTEOPLASTIA DA MANDIBULA PARA PROGNATISMO,"1.150,51",H
404030068,OSTEOPLASTIA PARA MICROGNATISMO COM OU SEM IMPLAN,"1.150,51",H
404030076,PALATO LABIOPLASTIA UNI OU BILATERAL (POR ESTAGIO),"1.538,02",H
404030084,PALATOPLASTIA COM ENXERTO OSSEO OU RETALHO,"1.343,25",H
404030106,PALATOPLASTIA COMPLETA,"2.254,47",H
404030122,QUEILOPLASTIA EM PACIENTES COM DEFORMIDADES CRANIO,"719,58",H
404030130,TRATAMENTO CIRURGICO REPARADOR NAO ESTETICO DO NA,"724,20",H
404030157,EXCISAO E RECONSTRUCAO TOTAL DE LABIO EM PACIENTES,"1.021,66",H
404030165,RINOPLASTIA EM PACIENTE COM LESAO LABIO PALATAIS,"724,20",H
404030173,SEPTOPLASTIA EM PACIENTES COM LESAO LABIO-PALATAL,"552,64",H
404030190,TIMPANOPLASTIA (UNI OU BILATERAL) EM PACIENTES COM D,"1.111,98",H
405010036,DACRIOCISTORRINOSTOMIA,"789,46",H
405010087,EXTIRPACAO DE GLANDULA LACRIMAL,"469,90",H
405010117,RECONSTITUICAO DO CANAL LACRIMAL,"816,78",H
405010125,RECONSTITUICAO PARCIAL DA PALPEBRA,"900,03",H
405010133,RECONSTRUCAO TOTAL DA PALPEBRA,"1.171,32",H
405010168,SONDAGEM DAS VIAS LACRIMAIS,"95,55",H
405010184,BLEFAROCALASE,"480,45",H
405010192,CIRURGIA DA TRIQUIASE,"312,91",H
405020015,TRATAMENTO CIRURGICO DE HIPERTROPIAS,"902,95",H
405020023,TRATAMENTO CIRURGICO DO ESTRABISMO,"636,96",H
405030010,APLICACAO DE PLACA RADIOATIVA EPISCLERAL,"925,60",H
405030029,BIOPSIA DE TUMOR EXTRA-OCULAR,"228,70",H
405030037,CRIO-RETINOPEXIA,"452,94",H
405030070,INTROFLEXAO ESCLERAL,"1.005,24",H
405030100,TRATAMENTO CIRURGICO DA DEISCENCIA DE SUTURA DA ES,"445,35",H
405030118,MIIASE PALPEBRAL,"95,55",H
405030142,VITRECTOMIA POSTERIOR,"1.055,76",H
405040016,TRATAMENTO CIRURGICO DO LAGOFTALMO,"580,35",H
405040024,CRIOTERAPIA DE TUMORES INTRA-OCULARES,"902,95",H
405040040,CIRURGIA PARA DESCOMPRESSAO DO NERVO OPTICO,"1.129,24",H
405040059,DESCOMPRESSAO DA ORBITA,"992,44",H
405040067,ENUCLEACAO DO GLOBO OCULAR,"580,35",H
405040075,EVISCERACAO DO GLOBO OCULAR,"580,35",H
405040083,EXENTERACAO DE ORBITA,"1.129,24",H
405040091,EXERESE DE TUMOR MALIGNO INTRA-OCULAR,"1.070,35",H
405040105,EXPLANTACAO E/OU SUBSTITUICAO DE LENTE INTRA-OCULAR,"902,95",H
405040148,ORBITOTOMIA,"902,95",H
405040156,RECONSTITUICAO DE CAVIDADE,"780,47",H
405040164,RECONSTITUICAO DA PAREDE DA ORBITA,"1.129,24",H
405040180,TRANSPLANTE DE PERIOSTEO EM ESCLEROMALACIA,"1.129,24",H
405040199,CIRURGIA DO XANTELASMA,"434,41",H
405050011,CAPSULECTOMIA DO CRISTALINO,"452,00",H
405050054,CICLODIALISE,"580,22",H
405050135,IMPLANTACAO DE PROTESE ANTIGLAUCOMATOSA,"1.197,22",H
405050143,IMPLANTE INTERLAMELAR DE CORNEA,"1.004,97",H
405050178,IRIDECTOMIA CIRURGICA,"452,94",H
405050186,IRIDOCICLECTOMIA,"910,46",H
405050216,RECOBRIMENTO CONJUNTIVAL,"410,15",H
405050224,RECONSTITUICAO DE FORNIX CONJUNTIVAL,"780,47",H
405050232,RECONSTRUCAO DE CAMARA ANTERIOR DO OLHO POS-TRAU,"998,35",H
405050313,TOPOPLASTIA DO TRANSPLANTE,"1.129,24",H
405050356,CIRURGIA DO GLAUCOMA CONGENITO,"1.351,64",H
406010013,ABERTURA DE COMUNICACAO INTER ATRIAL,"3.179,38",H
406010021,ABERTURA DA ESTENOSE AORTICA VALVAR,"3.542,36",H
406010030,ABERTURA DA ESTENOSE PULMONAR VALVAR,"3.542,36",H
406010048,AMPLIACAO DE VIA DE SAIDA DO VD E/OU RAMOS PULMONAR,"5.226,12",H
406010056,AMPLIACAO DA VIA DE SAIDA DO VENTRICULO ESQUERDO,"6.369,95",H
406010064,ANASTOMOSE CAVO PULMONAR BIDIRECIONAL,"5.226,12",H
406010072,ANASTOMOSE CAVO PULMONAR TOTAL,"5.226,12",H
406010080,ANASTOMOSE SISTEMICO - PULMONAR,"3.134,38",H
406010099,BANDAGEM DA ARTERIA PULMONAR,"3.179,38",H
406010102,CARDIORRAFIA,"1.512,66",H
406010110,CARDIOTOMIA CORPO ESTRANHO,"1.411,52",H
406010129,COLOCACAO DE BALAO INTRAAORTICO,"45,00",H
406010137,CORRECAO DE ANEURISMA OU DISSECCAO DA AORTA TORAC,"3.588,14",H
406010153,CORRECAO DE ATRESIA PULMONAR E COMUNICACAO INTERV,"8.036,32",H
406010161,CORRECAO DE ATRIO UNICO,"5.226,12",H
406010170,CORRECAO DE BANDA ANOMALA DO VENTRICULO DIREITO,"3.542,36",H
406010188,CORRECAO DA COARCTACAO DA AORTA,"3.179,38",H
406010196,CORRECAO DE COMUNICACAO INTER-VENTRICULAR,"8.036,32",H
406010200,CORRECAO DE COMUNICACAO INTER-VENTRICULAR E INSUF,"5.226,12",H
406010218,CORRECAO DE COR TRIATRIATUM,"5.226,12",H
406010226,CORRECAO DE CORONARIA ANOMALA,"8.036,32",H
406010234,CORRECAO DA DRENAGEM ANOMALA DO RETORNO SISTEMIC,"5.226,12",H
406010242,CORRECAO DE DRENAGEM ANOMALA PARCIAL DAS VEIAS PU,"5.226,12",H
406010250,CORRECAO DE DRENAGEM ANOMALA TOTAL VEIAS PULMONA,"8.036,32",H
406010269,CORRECAO DE DUPLA VIA DE SAIDA DO VENTRICULO DIREITO,"8.036,32",H
406010277,CORRECAO DE DUPLA VIA DE SAIDA DO VENTRICULO ESQUE,"8.036,32",H
406010285,CORRECAO DE ESTENOSE AORTICA EM NEONATO,"8.036,32",H
406010293,CORRECAO DE ESTENOSE MITRAL CONGENITA,"6.369,95",H
406010307,CORRECAO DE ESTENOSE SUPRAOAORTICA,"3.542,36",H
406010315,CORRECAO DE FISTULA AORTO-CAVITARIAS OU VE/ATRIO DIR,"5.226,12",H
406010323,CORRECAO DE HIPERTROFIA SEPTAL ASSIMETRICA,"6.369,95",H
406010331,CORRECAO DE HIPOPLASIA DO VENTRICULO ESQUERDO,"8.036,32",H
406010340,CORRECAO DA INSUFICIENCIA TRICUSPIDE,"6.369,95",H
406010358,CORRECAO INSUFICIENCIA MITRAL CONGENITA,"5.226,12",H
406010366,CORRECAO DE INTERRUPCAO DO ARCO AORTICO,"8.036,32",H
406010374,CORRECAO DE JANELA AORTO-PULMONAR ( A  ANOS),"0,00",H
406010382,CORRECAO DE JANELA AORTO-PULMONAR,"6.369,95",H
406010390,CORRECAO DE LESOES NA TRANSPOSICAO CORRIGIDA DOS,"6.369,95",H
406010404,CORRECAO DA PERSISTENCIA DO CANAL ARTERIAL,"1.411,52",H
406010412,CORRECAO DA PERSISTENCIA DO CANAL ARTERIAL NO RECE,"1.411,52",H
406010420,CORRECAO DE TETRALOGIA DE FALLOT E VARIANTES ( A,"0,00",H
406010439,CORRECAO DE TETRALOGIA DE FALLOT E VARIANTES,"6.369,95",H
406010447,CORRECAO DE TRANSPOSICAO DOS GRANDES VASOS DA BA,"8.036,32",H
406010455,CORRECAO DE TRANSPOSICAO DOS GRANDES VASOS DA BA,"6.369,95",H
406010463,CORRECAO DE TRUNCUS ARTERIOSUS,"8.036,32",H
406010471,CORRECAO DE VENTRICULO UNICO,"8.036,32",H
406010480,CORRECAO DO CANAL ATRIO-VENTRICULAR PARCIAL/INTERM,"5.226,12",H
406010498,CORRECAO DO CANAL ATRIO-VENTRICULAR TOTAL,"8.036,32",H
406010501,CORRECOES DE ANOMALIAS DO ARCO AORTICO,"3.179,38",H
406010510,DRENAGEM COM BIOPSIA DE PERICARDIO,"190,07",H
406010528,CORRECAO DE CISTO PERICARDICO,"2.846,03",H
406010536,FECHAMENTO DE COMUNICACAO INTER ARTERIAL,"3.542,36",H
406010544,FECHAMENTO DE COMUNICACAO INTER VENTRICULAR,"3.542,36",H
406010552,IMPLANTE COM TROCA POSICAO VALVAS (CIRURGIA DE ROSS,"3.480,37",H
406010560,IMPLANTE DE CARDIODESFIBRILADOR CAMARA UNICA TRANS,"1.319,54",H
406010579,IMPLANTE DE CARDIODESFIBRILADOR MULTI-SITIO TRANSVE,"1.411,52",H
406010587,IMPLANTE DE CARDIODESFRIBILADOR CAMARA DUPLA TRANS,"1.319,54",H
406010595,IMPLANTE DE CARDIODESFRIBILADOR MULTI-SITIO ENDOCAV,"1.411,52",H
406010609,IMPLANTE DE CARDIODESFRIBILADOR MULTI-SITIO TRANSVE,"1.319,54",H
406010617,IMPLANTE DE MARCAPASSO CARDIACO MULTI-SITIO ENDOCA,"1.411,52",H
406010625,IMPLANTE DE MARCAPASSO CARDIACO MULTI-SITIO EPIMIOC,"1.411,52",H
406010633,IMPLANTE DE MARCAPASSO CARDIACO MULTI-SITIO TRANSV,"1.319,54",H
406010641,IMPLANTE DE MARCAPASSO DE CAMARA DUPLA EPIMIOCARD,"479,45",H
406010650,IMPLANTE DE MARCAPASSO DE DUPLA CAMARA TRANSVENO,"593,62",H
406010668,IMPLANTE DE MARCAPASSO DE CAMARA UNICA EPIMIOCARD,"482,45",H
406010676,IMPLANTE DE MARCAPASSO DE CAMARA UNICA TRANSVENO,"554,91",H
406010684,IMPLANTE DE MARCAPASSO TEMPORARIO TRANSVENOSO,"288,67",H
406010692,IMPLANTE DE PROTESE VALVAR,"3.583,03",H
406010706,INFARTECTOMIA OU ANEURISMECTOMIA ASSOCIADA OU NAO,"3.583,03",H
406010714,INSTALACAO DE ASSISTENCIA CIRCULATORIA,"207,93",H
406010722,INSTALACAO DE CATETER DE TERMODILUICAO,"20,00",H
406010730,LIGADURA(S) DE FISTULA(S) SISTEMICO-PULMONARES,"3.179,38",H
406010749,MANUTENCAO DE ASSISTENCIA CIRCULATORIA PROLONGADA,"147,93",H
406010757,PERICARDIECTOMIA,"1.385,97",H
406010765,PERICARDIECTOMIA PARCIAL,"1.385,97",H
406010773,PERICARDIOCENTESE,"190,07",H
406010781,PLASTICA OU TROCA DE VALVULA TRICUSPIDE (ANOMALIA DE,"8.036,32",H
406010790,PLASTICA DE LOJA DE GERADOR DE SISTEMA DE ESTIMULAC,"222,42",H
406010803,PLASTICA VALVAR,"3.473,03",H
406010811,PLASTICA VALVAR COM REVASCULARIZACAO MIOCARDICA,"3.590,37",H
406010820,PLASTICA VALVAR E/OU TROCA VALVAR MULTIPLA,"3.611,47",H
406010838,RECONSTRUCAO DA RAIZ DA AORTA,"3.588,14",H
406010846,RECONSTRUCAO DA RAIZ DA AORTA COM TUBO VALVADO,"3.588,14",H
406010854,REPOSICIONAMENTO DE ELETRODO DE CARDIODESFIBRILAD,"393,03",H
406010862,REPOSICIONAMENTO DE ELETRODO DE MARCAPASSO,"402,42",H
406010870,REPOSICIONAMENTO DE ELETRODOS DE MARCAPASSO MULT,"393,03",H
406010889,RESSECCAO DE ENDOMIOCARDIOFIBROSE,"3.280,37",H
406010897,RESSECCAO DE MEMBRANA SUBAORTICA,"3.542,36",H
406010900,RESSECCAO DE TUMOR INTRACARDIACO,"6.369,95",H
406010919,RETIRADA DE SISTEMA DE ESTIMULACAO CARDIACA ARTIFIC,"222,42",H
406010927,REVASCULARIZACAO MIOCARDICA COM USO DE EXTRACORP,"3.487,36",H
406010935,REVASCULARIZACAO MIOCARDICA COM USO DE EXTRACORP,"3.542,36",H
406010943,REVASCULARIZACAO MIOCARDICA SEM USO DE EXTRACORP,"5.140,74",H
406010951,REVASCULARIZACAO MIOCARDICA SEM USO DE EXTRACORP,"5.140,74",H
406010960,CONTUSAO MIOCARDICA,"156,28",H
406010978,FERIMENTO CARDIACO PERFURO-CORTANTE,"156,28",H
406010986,TROCA DA AORTA ASCENDENTE,"3.487,36",H
406010994,TROCA DO ARCO AORTICO,"3.487,36",H
406011001,TROCA DO CONJUNTO DO SEIO CORONARIO NO MARCAPASS,"393,03",H
406011010,TROCA DE ELETRODO DE DESFIBRILADOR DE CARDIODESFIB,"393,03",H
406011028,TROCA DE ELETRODOS DO DESFIBRILADOR NO CARDIODESF,"393,03",H
406011036,TROCA DE ELETRODOS DE MARCAPASSO CAMARA DUPLA,"408,42",H
406011044,TROCA DE ELETRODO DE MARCAPASSO DE CAMARA UNICA,"402,42",H
406011052,TROCA DE ELETRODO DE MARCAPASSO EM CARDIODESFIBR,"393,03",H
406011079,TROCA DE ELETRODOS DE MARCAPASSO NO CARDIODESFIB,"393,03",H
406011087,TROCA DE ELETRODOS DE MARCAPASSO NO MARCAPASSO M,"393,03",H
406011095,TROCA DE ELETRODOS DE SEIO CORONARIO NO CARDIODES,"393,03",H
406011109,TROCA DE GERADOR DE CARDIODESFIBRILADOR CAMARA UN,"393,03",H
406011117,TROCA DE GERADOR DE CARDIODESFIBRILADOR MULTI-SITIO,"393,03",H
406011125,TROCA DE GERADOR DE MARCAPASSO DE DUPLA CAMARA,"402,42",H
406011133,TROCA DE GERADOR DE MARCAPASSO CAMARA UNICA,"402,42",H
406011141,TROCA DE GERADOR DE MARCAPASSO MULTI-SITIO,"393,03",H
406011150,TROCA DE GERADOR E DE ELETRODO DE MARCAPASSO CAM,"402,42",H
406011168,TROCA DE GERADOR E DE ELETRODOS DE CARDIODESFIBRIL,"393,03",H
406011176,TROCA DE GERADOR E DE ELETRODOS DE CARDIODESFIBRIL,"393,03",H
406011184,TROCA DE GERADOR E DE ELETRODOS DE MARCAPASSO DE,"402,42",H
406011192,TROCA DE GERADOR E DE ELETRODOS NO MARCAPASSO MU,"393,03",H
406011206,TROCA VALVAR COM REVASCULARIZACAO MIOCARDICA,"3.590,37",H
406011214,UNIFOCALIZACAO DOS RAMOS DA ARTERIA PULMONAR COM,"5.226,12",H
406011222,UNIFOCALIZACAO DOS RAMOS DA ARTERIA PULMONAR SEM,"3.179,38",H
406020019,ANASTOMOSE ESPLENO RENAL OU OUTRA DERIVACAO CENT,"928,22",H
406020027,ANASTOMOSE LINFOVENOSA,"930,43",H
406020035,ANASTOMOSE PORTO CAVA,"1.017,49",H
406020043,ANEURISMECTOMIA DE AORTA ABDOMINAL INFRARENAL,"1.327,42",H
406020051,ANEURISMECTOMIA TORACO-ABDOMINAL,"3.377,36",H
406020078,COLOCACAO DE CATETER TOTALMENTE OU SEMI IMPLANTAV,"144,00",H
406020108,DISSECCAO RADICAL DO PESCOCO,"1.835,25",H
406020116,INCISAO E DRENAGEM DE GANGLIO LINFATICO,"256,80",H
406020124,EMBOLECTOMIA ARTERIAL,"1.191,35",H
406020159,EXERESE DE GANGLIO LINFATICO,"342,70",H
406020167,FASCIOTOMIA PARA DESCOMPRESSAO,"406,04",H
406020191,LINFADENECTOMIA PELVICA,"1.512,91",H
406020213,LINFADENECTOMIA RADICAL AXILAR BILATERAL,"1.835,25",H
406020221,LINFADENECTOMIA RADICAL AXILAR UNILATERAL,"1.797,94",H
406020230,LINFADENECTOMIA RADICAL CERVICAL BILATERAL,"747,59",H
406020248,LINFADENECTOMIA RADICAL CERVICAL UNILATERAL,"814,64",H
406020256,LINFADENECTOMIA RADICAL INGUINAL BILATERAL,"1.448,25",H
406020264,LINFADENECTOMIA RADICAL INGUINAL UNILATERAL,"1.156,24",H
406020272,LINFADENECTOMIA RADICAL VULVAR,"1.156,24",H
406020280,LINFADENECTOMIA RETROPERITONIAL,"1.651,81",H
406020302,"PLASTIA ARTERIAL COM REMENDO, QUALQUER TECNICA ","1.190,62",H
406020310,PONTE AXILOBIFEMORAL,"1.190,47",H
406020329,PONTE AXILOFEMORAL,"1.190,47",H
406020337,PONTE DE RAMOS DO TRONCO SUPRA-AORTICO,"997,86",H
406020345,PONTE FEMORO-FEMORAL CRUZADA,"1.190,47",H
406020353,PONTE/TROMBOENDARTERECTOMIA AORTO-FEMORAL,"1.192,49",H
406020361,PONTE/TROMBOENDARTERECTOMIA AORTOILIACA,"1.192,49",H
406020370,PONTE/TROMBOENDARTERECTOMIA DE CAROTIDA,"998,35",H
406020388,PONTE/TROMBOENDARTERECTOMIA ILIACO-FEMORAL,"1.190,47",H
406020396,RETIRADA DE PROTESE INFECTADA EM POSICAO AORTA ABD,"1.017,48",H
406020400,RETIRADA DE PROTESE INFECTADA EM POSICAO NAO AORTI,"1.017,48",H
406020418,REVASCULARIZACAO DE ARTERIAS VISCERAIS,"929,09",H
406020426,REVASCULARIZACAO DO MEMBRO SUPERIOR,"997,86",H
406020434,REVASCULARIZACAO POR PONTE/TROMBOENDARTERECTOM,"930,43",H
406020442,REVASCULARIZACAO POR PONTE/TROMBOENDARTERECTOM,"1.190,47",H
406020450,REVASCULARIZACAO POR PONTE/TROMBOENDARTERECTOM,"1.190,47",H
406020469,TRANSPLANTE DE SEGMENTO VENOSO VALVULADO,"1.275,45",H
406020477,TRANSPOSICAO DE VEIAS DO SISTEMA VENOSO PROFUNDO,"1.275,45",H
406020485,TRATAMENTO CIRURGICO DOS ANEURISMAS DAS ARTERIAS V,"929,09",H
406020493,TRATAMENTO CIRURGICO LESOES VASCULARES TRAUMATIC,"486,95",H
406020507,TRATAMENTO CIRURGICO LESOES VASCULARES TRAUMATIC,"486,95",H
406020515,TRATAMENTO CIRURGICO LESOES VASCULARES TRAUMATIC,"456,95",H
406020523,TRATAMENTO CIRURGICO LESOES VASCULARES TRAUMATIC,"486,95",H
406020531,TRATAMENTO CIRURGICO LESOES VASCULARES TRAUMATIC,"456,95",H
406020540,TRATAMENTO CIRURGICO DE LESOES VASCULARES TRAUMA,"1.191,35",H
406020558,LINFEDEMA (ELEFANTIASE DOS MEMBROS INFERIORES),"1.439,04",H
406020566,CIRURGIA DE VARIZES BILATERAL,"459,37",H
406020574,CIRURGIA DE VARIZES UNILATERAL,"383,47",H
406020582,"TROCA DE AORTA DESCENDENTE , INCLUINDO ABDOMINAL ","3.487,36",H
406020590,TROMBECTOMIA VENOSA,"456,95",H
406020604,VALVULOPLASTIAS DO SISTEMA VENOSO PROFUNDO,"1.275,45",H
406030014,ANGIOPLASTIA CORONARIANA,"1.275,45",H
406030022,ANGIOPLASTIA CORONARIANA COM IMPLANTE DE DUPLA PRO,"1.275,45",H
406030030,ANGIOPLASTIA CORONARIANA COM IMPLANTE DE PROTESE I,"1.275,45",H
406030049,ANGIOPLASTIA CORONARIANA PRIMARIA (INCLUSO CATETER,"1.349,45",H
406030057,ANGIOPLASTIA DA AORTA E RAMOS E VASOS VENOSOS COM,"1.275,45",H
406030065,ANGIOPLASTIA EM ENXERTOS CORONARIANO,"1.275,45",H
406030073,ANGIOPLASTIA EM ENXERTOS CORONARIANO COM IMPLANTE,"1.275,45",H
406030081,ATRIOSEPTOSTOMIA COM CATETER BALAO,"857,20",H
406030090,FECHAMENTO PERCUTANEO DO CANAL ARTERIAL OU FISTUL,"1.275,45",H
406030103,RETIRADA DE CORPO ESTRANHO EM SISTEMA CARDIOVASCU,"539,43",H
406030111,VALVULOPLASTIA AORTICA PERCUTANEA,"1.404,87",H
406030120,VALVULOPLASTIA MITRAL PERCUTANEA,"1.404,87",H
406030138,VALVULOPLASTIA PULMONAR PERCUTANEA,"857,20",H
406030146,VALVULOPLASTIA TRICUSPIDE PERCUTANEA,"1.404,87",H
406040010,ALCOOLIZACAO PERCUTANEA DE HEMANGIOMAS E MALFORM,"232,10",H
406040028,"ANGIOPLASTIA INTRALUMINAL DA AORTA, VEIA CAVA OU VAS ","1.307,98",H
406040044,"ANGIOPLASTIA INTRALUMINAL DA AORTA, VEIA CAVA OU VAS ","1.307,98",H
406040052,ANGIOPLASTIA INTRALUMINAL DOS VASOS DAS EXTREMIDAD,"862,20",H
406040060,ANGIOPLASTIA INTRALUMINAL DOS VASOS DAS EXTREMIDAD,"862,20",H
406040079,ANGIOPLASTIA INTRALUMINAL DOS VASOS DAS EXTREMIDAD,"862,20",H
406040087,ANGIOPLASTIA INTRALUMINAL DOS VASOS DO PESCOCO OU,"862,20",H
406040095,ANGIOPLASTIA INTRALUMINAL DOS VASOS DO PESCOCO OU,"862,20",H
406040109,ANGIOPLASTIA INTRALUMINAL DE VASOS VISCERAIS COM ST,"862,20",H
406040117,ANGIOPLASTIA INTRALUMINAL DE VASOS VISCERAIS COM ST,"862,20",H
406040125,ANGIOPLASTIA INTRALUMINAL DE VASOS VISCERAIS OU RENA,"862,20",H
406040133,ANGIOPLASTIA INTRALUMINAL DOS VASOS DO PESCOCO OU,"862,20",H
406040141,COLOCACAO PERCUTANEA DE FILTRO DE VEIA CAVA NA TRO,"550,61",H
406040150,CORRECAO ENDOVASCULAR DE ANEURISMA OU DISSECCAO,"1.307,98",H
406040168,CORRECAO ENDOVASCULAR DE ANEURISMA OU DISSECCAO,"1.307,99",H
406040176,CORRECAO ENDOVASCULAR DE ANEURISMA OU DISSECCAO,"1.307,98",H
406040184,CORRECAO ENDOVASCULAR DE ANEURISMA OU DISSECCAO,"1.307,98",H
406040192,"EMBOLIZACAO ARTERIAL DE HEMORRAGIA DIGESTIVA, INCLU ","862,20",H
406040206,EMBOLIZACAO DE MALFORMACOES VASCULARES ARTERIOVE,"862,20",H
406040214,EMBOLIZACAO DE MALFORMACAO VASCULARES ARTERIOVEN,"862,20",H
406040222,FECHAMENTO PERCUTANEO DE FISTULAS ARTERIOVENOSAS,"862,20",H
406040230,FIBRINOLISE INTRAVASCULAR POR CATETER,"862,20",H
406040249,FIBRINOLISE PARA EMBOLIA PULMONAR MACICA INTRAVASCU,"862,20",H
406040257,"FIBRINOLISE VISCERAL INTRAVASCULAR, POR CATETER, INCL ","862,20",H
406040265,SHUNT INTRAHEPATICO PORTO-SISTEMICO (TIPS) COM STEN,"1.307,98",H
406040273,OCLUSAO PERCUTANEA ENDOVASCULAR DE ARTERIA OU VE,"862,20",H
406040281,RECONSTRUCAO DA BIFURCACAO AORTO-ILIACA COM ANGIO,"1.307,98",H
406040290,"TRATAMENTO DE EPISTAXE POR EMBOLIZACAO, INCLUINDO E ","862,20",H
406040303,TRATAMENTO DA HEMATURIA OU SANGRAMENTO GENITAL P,"862,20",H
406040311,TRATAMENTO DE HEMOPTISE POR EMBOLIZACAO PERCUTAN,"862,20",H
406040320,TRATAMENTO ENDOVASCULAR DE FISTULAS ARTERIOVENOS,"862,20",H
406040338,TRATAMENTO ENDOVASCULAR DO PSEUDOANEURISMA,"862,20",H
406050015,ESTUDO ELETROFISIOLOGICO DIAGNOSTICO,"1.227,25",H
406050023,ESTUDO ELETROFISIOLOGICO TERAPEUTICO I : ABLACAO DE,"1.614,13",H
406050031,ESTUDO ELETROFISIOLOGICO TERAPEUTICO I : ABLACAO DE,"1.614,13",H
406050040,ESTUDO ELETROFISIOLOGICO TERAPEUTICO,"1.614,13",H
406050058,ESTUDO ELETROFISIOLOGICO TERAPEUTICO I : ABLACAO DO,"1.614,13",H
406050066,ESTUDO ELETROFISIOLOGICO TERAPEUTICO II : ABLACAO DA,"1.614,13",H
406050074,ESTUDO ELETROFISIOLOGICO TERAPEUTICO II : ABLACAO DE,"1.614,13",H
406050082,ESTUDO ELETROFISIOLOGICO TERAPEUTICO II : ABLACAO DE,"1.614,13",H
406050090,ESTUDO ELETROFISIOLOGICO TERAPEUTICO II : ABLACAO DE,"1.614,13",H
406050104,ESTUDO ELETROFISIOLOGICO TERAPEUTICO II : ABLACAO DE,"1.614,13",H
406050112,ESTUDO ELETROFISIOLOGICO TERAPEUTICO II : ABLACAO DE,"1.614,13",H
406050120,ESTUDO ELETROFISIOLOGICO TERAPEUTICO II : ABLACAO DE,"1.614,13",H
406050139,ESTUDO ELETROFISIOLOGICO TERAPEUTICO II : ABLACAO DE,"1.614,13",H
407010017,FECHAMENTO DE FISTULA GASTRO ENTERICA (DESGASTREC,"2.217,82",H
407010033,ESOFAGECTOMIA,"2.357,64",H
407010041,ESOFAGECTOMIA,"2.357,64",H
407010050,ESOFAGECTOMIA VIDEOLAPAROSCOPICA,"1.925,16",H
407010068,ESOFAGOCOLOPLASTIA,"2.381,03",H
407010076,ESOFAGOGASTRECTOMIA,"2.357,64",H
407010084,ESOFAGOPLASTIA COM COLOCACAO DE PROTESE OU TUBO,"2.070,74",H
407010092,ESOFAGORRAFIA CERVICAL,"1.342,06",H
407010106,ESOFAGORRAFIA TORACICA,"1.569,34",H
407010114,ESOFAGOSTOMIA,"971,69",H
407010130,GASTRECTOMIA SUBTOTAL COM OU SEM VAGOTOMIA,"1.536,55",H
407010149,GASTRECTOMIA TOTAL,"1.883,07",H
407010157,GASTRECTOMIA VIDEOLAPAROSCOPICA,"1.938,03",H
407010165,GASTROENTEROANASTOMOSE,"1.497,98",H
407010190,GASTRORRAFIA,"1.075,94",H
407010203,GASTRORRAFIA VIDEOLAPAROSCOPICA,"1.305,52",H
407010211,GASTROSTOMIA,"1.110,22",H
407010220,GASTROSTOMIA VIDEOLAPAROSCOPICA,"1.339,80",H
407010238,PILOROPLASTIA COM OU SEM VAGOTOMIA,"1.288,03",H
407010270,CARDIOPLASTIA,"2.357,64",H
407010289,DIVERTICULECTOMIA DO ESOFAGO,"1.569,34",H
407010297,HERNIOPLASTIA HIATAL (CARDIOPLASTIA) VIDEOLAPAROSCO,"1.545,01",H
407010300,TRATAMENTO CIRURGICO DE VARIZES ESOFAGIANAS,"1.681,78",H
407010335,TRATAMENTO CIRURGICO DO MEGA-ESOFAGO,"2.357,64",H
407010343,VAGOTOMIA SELETIVA,"1.497,98",H
407010351,VAGOTOMIA SUPER SELETIVA,"1.498,38",H
407020012,AMPUTACAO ABDOMINO PERINEAL DO RETO (COMPLETA),"2.936,88",H
407020020,AMPUTACAO DO RETO POR PROCIDENCIA,"2.248,05",H
407020039,APENDICECTOMIA,"1.097,86",H
407020047,APENDICECTOMIA VIDEOLAPAROSCOPICA,"1.193,05",H
407020063,COLECTOMIA PARCIAL (HEMICOLECTOMIA),"2.036,28",H
